titulo,autor,tema,mes
Sao Paulo e Santos estrearam na Libertadores,Douglas Santos,libertadores,2
Atletico-MG estreia na Copa Libertadores,Douglas Santos,libertadores,5
Inter vence o Olimpia com goleada historica na Libertadores,Miguel Angelo,libertadores,2
Apos jogo da Libertadores Atletico se prepara para final do Campeonato Mineiro,Sebastiao Silva,libertadores,1
Inter vence o Olimpia no Paraguai e encaminha vaga nas oitavas da Libertadores,Douglas Santos,libertadores,7
Mauricio Saraiva analisa vitoria da Dupla Gre-Nal na Libertadores e Sul-Americana,Joao Paulo Araujo,libertadores,2
Inter goleia Olimpia por 6 a 1 na Libertadores,Tiago Calisto,libertadores,2
Inter faz bonito e goleia Olimpia na Libertadores,Miguel Angelo,libertadores,6
Santos goleia The Strongest e respira por classificacao na Libertadores,Pedro Henrique,libertadores,4
Atletico-MG e Flamengo avancam para as oitavas de final da Libertadores,Maria Julia,libertadores,7
Pelo menos 320 mil pacientes no estado de SP tem tratamento afetado pela falta de medicamentos de alto custo,Douglas Santos,saude publica,4
Veja os gols da Libertadores e da Copa Sul-Americana,Teodora Alves,libertadores,4
Atletico-MG vence Cerro Porteno e garante a lideranca do grupo H na Libertadores,Douglas Santos,libertadores,3
Atletico-MG e Flamengo avancam para as oitavas de final da Libertadores,Maria Julia,libertadores,1
Atletico-MG e Flamengo avancam para as oitavas de final da Libertadores,Sebastiao Silva,libertadores,5
Flamengo goleia pela segunda rodada da Libertadores,Douglas Santos,libertadores,7
Renato fala sobre sua saida do clube apos a eliminacao na Libertadores,Douglas Santos,libertadores,7
Rodada da Libertadores tem quatro derrotas para o futebol brasileiro em um dia,Sebastiao Silva,libertadores,4
Sao Paulo Fluminense Palmeiras e Santos perdem pela fase de grupos da Libertadores,Teodora Alves,libertadores,2
Sao Paulo Fluminense Palmeiras e Santos perdem pela fase de grupos da Libertadores,Tiago Calisto,libertadores,3
Flamengo enfrenta o Union La Calera no Chile pela Libertadores,Thales Peres,libertadores,3
TO contabiliza mais 13 mortes e total de obitos pela Covid chega a 3.179,Pedro Henrique,saude publica,4
Sao Paulo Atletico-MG e Fluminense vencem ultimos jogos da fase de grupos da Libertadores,Thales Peres,libertadores,6
Pela Copa Libertadores o Atletico-MG goleia e avanca na lideranca geral na fase de grupos,Teodora Alves,libertadores,3
Inter precisa se recuperar apos derrota na Libertadores,Teodora Alves,libertadores,1
Palmeiras e Sao Paulo terao jogos contra times peruanos pela Libertadores nesta semana,Tiago Calisto,libertadores,5
Palmeiras e Sao Paulo terao jogos contra times peruanos pela Libertadores nesta semana,Maria Clara,libertadores,3
Palmeiras e Sao Paulo terao jogos contra times peruanos pela Libertadores nesta semana,Maria Julia,libertadores,6
Fluminense e River Plate empatam pela Libertadores,Joao Paulo Araujo,libertadores,5
Fred faz historia no Fluminense em vitoria na Libertadores,Tiago Calisto,libertadores,4
Fred faz historia no Fluminense em vitoria na Libertadores,Miguel Angelo,libertadores,7
Fred faz historia no Fluminense em vitoria na Libertadores,Pedro Henrique,libertadores,7
Homem e preso por crime contra a saude publica apos realizar festa em Araguaina,Sasha Ferreira,saude publica,5
Pela Libertadores o Palmeiras goleou o Universitario e garantiu a segunda melhor campanha geral da fase de grupos,Hugo Sousa,libertadores,3
ABC vai enfrentar o Flamengo pela Copa do Brasil,Maria Clara,copa do brasil,4
Flamengo esta nas oitavas da Copa do Brasil,Sasha Ferreira,copa do brasil,1
Bragantino esta fora da Copa do Brasil,Teodora Alves,copa do brasil,4
Fortaleza vai enfrentar o CRB-AL pela Copa do Brasil,Francisco Jose,copa do brasil,6
Brasil conquista tres medalhas na Copa do Mundo de Ginastica,Teodora Alves,copa do brasil,7
Dominante Flamengo se classifica na Copa do Brasil,Francisco Jose,copa do brasil,3
Gremio conhece seu rival nas oitavas de final da Copa do Brasil,Miguel Angelo,copa do brasil,4
Cianorte e desclassificado da Copa do Brasil,Douglas Santos,copa do brasil,1
Copa do Brasil Flamengo vence o Coritiba,Tiago Calisto,copa do brasil,4
Gabigol fecha acordo com Justica para nao responder por crime contra saude publica,Tiago Calisto,saude publica,2
Criciuma comemora classificacao na Copa do Brasil,Miguel Angelo,copa do brasil,6
CRB enfrenta o Fortaleza pelas oitavas de final da Copa do Brasil,Maria Julia,copa do brasil,6
Avai empata na Copa do Brasil,Sasha Ferreira,copa do brasil,6
Bragantino joga hoje pela Copa do Brasil,Douglas Santos,copa do brasil,1
Confira os gols do Atletico na Copa do Brasil,Thales Peres,copa do brasil,7
Copa do Brasil Criciuma vai enfrentar o Fluminense; veja as informacoes do esporte,Hugo Sousa,copa do brasil,3
Cruzeiro enfrenta Juazeirense pela Copa do Brasil,Thales Peres,copa do brasil,5
Cruzeiro enfrenta Juazeirense pela Copa do Brasil,Miguel Angelo,copa do brasil,2
Futebol Vitoria enfrenta o Internacional pela Copa do Brasil,Sasha Ferreira,copa do brasil,7
Atleta de Porto Real e destaque do Botafogo na final da Copa do Brasil Sub-20,Francisco Jose,copa do brasil,2
Acoes da China e Hong Kong despencam por restricoes regulatorias,Hugo Sousa,educacao,3
Governo de Minas anuncia escala de pagamento do mes de julho,Miguel Angelo,saude publica,5
Cruzeiro vence Juazeirense pela Copa do Brasil,Francisco Jose,copa do brasil,3
Juventude se reapresenta em Santarem apos classificacao na Copa do Brasil de Futsal,Joao Paulo Araujo,copa do brasil,2
Coritiba enfrenta o Flamengo em busca de vaga na Copa do Brasil,Maria Clara,copa do brasil,1
Coritiba enfrenta o Flamengo pela Copa do Brasil,Maria Clara,copa do brasil,5
Palmeiras e Corinthians sao eliminados da Copa do Brasil,Sasha Ferreira,copa do brasil,7
Palmeiras e Corinthians sao eliminados da Copa do Brasil,Teodora Alves,copa do brasil,4
Palmeiras vence partida pela Copa do Brasil,Teodora Alves,copa do brasil,2
Palmeiras Cruzeiro e Corinthians sao eliminados da Copa do Brasil,Sebastiao Silva,copa do brasil,1
ABC consegue virada e avanca na Copa do Brasil,Maria Julia,copa do brasil,1
Palmeiras vence partida pela Copa do Brasil,Hugo Sousa,copa do brasil,7
Menina com diabetes recebe doacao de insulina da familia de major que morreu de Covid-19 no AC,Thales Peres,saude publica,5
Bragantino encara o Fluminense pela Copa do Brasil,Maria Julia,copa do brasil,2
Vasco se classifica para as oitavas da Copa do Brasil,Teodora Alves,copa do brasil,4
Copa do Brasil/ ABC perde para Chapecoense,Francisco Jose,copa do brasil,7
Copa do Brasil Gremio foca na classificacao diante do Brasiliense,Maria Clara,copa do brasil,5
Sao paulo vence na Copa do Brasil com placar impressionante,Francisco Jose,copa do brasil,1
Santos vence em estreia na Copa do Brasil,Maria Julia,copa do brasil,2
Chapecoense entra em campo na Copa do Brasil,Miguel Angelo,copa do brasil,1
Peixe vence o Cianorte na Copa do Brasil,Miguel Angelo,copa do brasil,7
Chapecoense treina de olho na Copa do Brasil,Francisco Jose,copa do brasil,7
Gremio confirma vaga nas oitavas de final da Copa do Brasil,Miguel Angelo,copa do brasil,1
COE libera realizacao de eventos com ate 100 pessoas em ambiente aberto e semiaberto no Piaui,Maria Clara,saude publica,1
CRB enfrenta o Palmeiras pela Copa do Brasil,Miguel Angelo,copa do brasil,3
Bragantino vence mas nao alcanca pontos e e eliminado da Copa do Brasil,Maria Clara,copa do brasil,6
Internacional estreia na Copa do Brasil nesta quinta (3),Teodora Alves,copa do brasil,1
Na Copa do Brasil o Palmeiras e eliminado pelo CRB nos penaltis,Miguel Angelo,copa do brasil,5
ABC visita a Chapecoense pela Copa do Brasil,Sasha Ferreira,copa do brasil,7
Boavista empata com o Vasco e esta fora da Copa do Brasil,Maria Clara,copa do brasil,2
Goleiro heroi do Criciuma na Copa do Brasil Gustavo e capixaba e visita Colatina,Thales Peres,copa do brasil,5
Corinthians enfrenta o Atletico-GO pela Copa do Brasil,Maria Clara,copa do brasil,7
Vila Nova perde para o Bahia na Copa do Brasil,Francisco Jose,copa do brasil,4
Atletico enfrenta novamente o Corinthians pela Copa do Brasil,Pedro Henrique,copa do brasil,6
Pacientes estao com dificuldade para conseguir atendimento na rede publica de saude,Thales Peres,saude publica,2
Santos vence o Cianorte por 1 a 0 na Copa do Brasil,Douglas Santos,copa do brasil,1
Cianorte e desclassificado pelo Santos na terceira fase da Copa do Brasil,Francisco Jose,copa do brasil,3
Corinthians enfrenta o Atletico-GO pela Copa do Brasil,Joao Paulo Araujo,copa do brasil,4
Veja os gols dos jogos da terceira fase da Copa do Brasil,Tiago Calisto,copa do brasil,3
Santos estreia na Copa do Brasil nesta terca-feira,Maria Julia,copa do brasil,6
Mauricio Saraiva comenta eliminacao do Inter para o Vitoria na Copa do Brasil,Miguel Angelo,copa do brasil,4
Palmeiras vence CRB pela terceira fase da Copa do Brasil,Thales Peres,copa do brasil,4
Juventude faz amistosos antes de estreia na Copa do Brasil de Futsal,Sasha Ferreira,copa do brasil,7
Juazeirense e derrotado pelo Cruzeiro na partida pela Copa do Brasil,Maria Julia,copa do brasil,4
ASA tem desfalques para seletiva da Copa do Brasil,Pedro Henrique,copa do brasil,1
Volta as aulas presenciais como sera o 2o semestre nas escolas de Goiania,Pedro Henrique,saude publica,3
Gremio estreia na Copa do Brasil com vitoria sobre o Brasiliense,Pedro Henrique,copa do brasil,5
Times mineiros voltam todas as atencoes para a Copa do Brasil,Thales Peres,copa do brasil,1
4 de Julho vence o Sao Paulo na Copa do Brasil,Maria Clara,copa do brasil,2
Cuiaba e eliminado da Copa do Brasil,Sebastiao Silva,copa do brasil,5
Botafogo e eliminado da Copa do Brasil,Sasha Ferreira,copa do brasil,2
Juventude se prepara para estreia na Copa do Brasil de Futsal,Sebastiao Silva,copa do brasil,4
Atletico-GO vence o Corinthians pela Copa do Brasil,Sebastiao Silva,copa do brasil,5
Definidos os adversarios dos times paranaenses na Copa do Brasil,Hugo Sousa,copa do brasil,6
Times catarinenses se preparam para Copa do Brasil,Maria Clara,copa do brasil,3
Fortaleza e Ceara vao se enfrentar pela Copa do Brasil,Sasha Ferreira,copa do brasil,2
Sesma retoma campanha de vacinacao de profissionais de saude da rede publica e particular,Sasha Ferreira,saude publica,2
Vasco e Bahia avancam na Copa do Brasil,Sasha Ferreira,copa do brasil,6
Treze da adeus a Copa do Brasil,Douglas Santos,copa do brasil,6
Vacina contra Covid-19 em Goiania veja quem pode ser vacinado hoje e o que fazer,Pedro Henrique,vacina,4
Ministerio da Saude vai reduzir o intervalo entre as duas doses da vacina da Pfizer,Sasha Ferreira,vacina,2
Vacina contra Covid-19 em Uberlandia veja quem pode ser vacinado hoje e o que fazer,Miguel Angelo,vacina,3
Vacina contra Covid em Campos RJ quem pode ser vacinado quando e o que deve fazer,Maria Julia,vacina,4
Vacina contra Covid-19 em Maceio veja quem pode ser vacinado e o que fazer,Maria Clara,vacina,5
Vacina contra Covid-19 em Teresina veja quem pode ser vacinado hoje e o que fazer,Sasha Ferreira,vacina,3
Covid Cascavel comeca aplicar segunda dose da vacina em profissionais da educacao,Pedro Henrique,vacina,1
RS declara emergencia em saude publica devido a circulacao do virus da febre amarela,Pedro Henrique,saude publica,2
Vacina contra Covid-19 em Florianopolis veja quem pode ser vacinado hoje e o que fazer,Tiago Calisto,vacina,3
Vacina contra Covid-19 em Rio Preto veja quem pode ser vacinado e o que fazer,Sasha Ferreira,vacina,3
50% dos paranaenses receberam ao menos uma dose da vacina,Thales Peres,vacina,1
Dois mil maringaenses estao com a 2a dose da vacina contra a Covid-19 em atraso,Tiago Calisto,vacina,5
Araras vacina pessoas com 28 anos contra a Covid-19,Francisco Jose,vacina,1
Vacina contra Covid-19 em Rio Branco veja quem pode ser vacinado hoje e o que fazer,Miguel Angelo,vacina,4
Vacina contra Covid-19 em Juiz de Fora veja quem pode ser vacinado hoje e o que fazer,Sasha Ferreira,vacina,5
Vacina contra Covid-19 em Bauru veja quem pode ser vacinado hoje e o que fazer,Tiago Calisto,vacina,1
Taubate vacina pessoas com 29 anos contra Covid,Maria Clara,vacina,3
Por falta de vacina Sao Jose suspende aplicacao da primeira dose da vacina contra a Covid-19,Hugo Sousa,vacina,4
Prefeitura retira empresa publica do comando de unidades de saude do Rio e OSs assumem gestao,Hugo Sousa,saude publica,3
Vacina contra Covid-19 no Sul do Rio e Costa Verde veja quem pode ser vacinado hoje e o que fazer,Miguel Angelo,vacina,1
Vacina contra a gripe e aplicada apenas nas unidades de saude em Maceio,Miguel Angelo,vacina,6
Vacina contra Covid em Porto Velho quem pode ser vacinado quando e o que deve fazer,Francisco Jose,vacina,6
Natal suspende aplicacao da 1a dose da vacina contra Covid nesta terca-feira (27),Maria Julia,vacina,3
Gravidas e puerperas que receberam dose da AstraZeneca devem tomar vacina da Pfizer na 2a aplicacao diz ministerio,Thales Peres,vacina,1
Vacina contra Covid-19 em Curitiba veja quem pode ser vacinado nesta etapa e o que fazer,Miguel Angelo,vacina,3
Anvisa recebe pedido de uso emergencial de vacina da Sinopharm contra a Covid-19,Tiago Calisto,vacina,5
Guarapuava faz aplicacao de 2a dose da vacina contra Covid na terca (27); veja publicos,Thales Peres,vacina,1
Noroeste aguarda novas doses da vacina contra a covid,Maria Julia,vacina,6
Anvisa recebe pedido de uso emergencial da vacina da Sinopharm,Pedro Henrique,vacina,6
Justica de SP deve ouvir Gabigol nesta segunda por crime contra a saude publica apos aglomeracao em cassino,Pedro Henrique,saude publica,7
Joao Pessoa segue aplicando segunda dose da vacina contra a Covid-19 nesta terca (27),Tiago Calisto,vacina,6
Vacina contra Covid-19 acompanhe a evolucao da imunizacao na regiao de Campinas,Douglas Santos,vacina,2
Bauru convoca gestantes que tomaram vacina da AstraZeneca para receber segunda dose de outro imunizante,Teodora Alves,vacina,1
UFMG se prepara para iniciar testes da vacina contra a Covid-19 em humanos,Hugo Sousa,vacina,4
Mais de 30% dos profissionais da saude de Belem ainda nao tomaram a 2a dose da vacina contra Covid-19,Sasha Ferreira,vacina,3
Adolescentes de 12 a 17 anos podem se cadastrar para receber vacina contra Covid no RN,Sasha Ferreira,vacina,1
Vacina contra a Covid-19 em Itapetininga veja quem pode ser vacinado hoje e o que fazer,Douglas Santos,vacina,5
Vacina contra Covid-19 em Belo Horizonte veja quem pode ser vacinado hoje e o que fazer,Sasha Ferreira,vacina,5
Manaus tem 155 mil atrasados na 2a dose da vacina contra a Covid,Sebastiao Silva,vacina,4
Vacina contra Covid-19 em Alfenas veja quem pode ser vacinado hoje e o que fazer,Douglas Santos,vacina,5
Defensoria Publica cobra na Justica que o Ministerio da Saude envie insumos para hospitais,Maria Clara,saude publica,1
Vacina contra Covid-19 em Passos veja quem pode ser vacinado hoje e o que fazer,Miguel Angelo,vacina,3
Jovens a partir de 18 anos formam longas filas para tomar 1a dose da vacina contra Covid em Rio Branco,Teodora Alves,vacina,3
Vacina contra Covid-19 em Varginha veja quem pode ser vacinado hoje e o que fazer,Sebastiao Silva,vacina,7
